2026-06-17 02:31:08 | INFO    | src.io_utils | Логирование инициализировано: artifacts/logs/04_interpret.log (level=INFO)
2026-06-18 05:02:33 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:34 | INFO    | src.interpret | [32/70] neuron #18475 (top_active) → weighing personal risk against group responsibility
2026-06-18 05:02:34 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:35 | INFO    | src.interpret | [33/70] neuron #43519 (top_active) → weighing personal responsibility against group needs
2026-06-18 05:02:35 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:35 | INFO    | src.interpret | [34/70] neuron #6909 (top_active) → weighing personal responsibility against potential consequences
2026-06-18 05:02:36 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:36 | INFO    | src.interpret | [35/70] neuron #16968 (top_active) → sense of responsibility to act
2026-06-18 05:02:37 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:37 | INFO    | src.interpret | [36/70] neuron #12457 (top_active) → weighing personal risk against group responsibility
2026-06-18 05:02:38 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:38 | INFO    | src.interpret | [37/70] neuron #52580 (top_active) → weighing personal risk against group benefit
2026-06-18 05:02:38 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:39 | INFO    | src.interpret | [38/70] neuron #38577 (top_active) → weighing personal risk against community responsibility
2026-06-18 05:02:40 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:40 | INFO    | src.interpret | [39/70] neuron #36418 (top_active) → weighing personal risk against group responsibility
2026-06-18 05:02:41 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:41 | INFO    | src.interpret | [40/70] neuron #33975 (top_active) → weighing personal risk against group benefit
2026-06-18 05:02:41 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:42 | INFO    | src.interpret | [41/70] neuron #6054 (top_active) → deciding whether to take responsibility
2026-06-18 05:02:42 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:42 | INFO    | src.interpret | [42/70] neuron #9935 (top_active) → weighing personal cost vs group benefit
2026-06-18 05:02:43 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:43 | INFO    | src.interpret | [43/70] neuron #53160 (top_active) → weighing personal cost vs group benefit
2026-06-18 05:02:44 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:44 | INFO    | src.interpret | [44/70] neuron #33457 (top_active) → weighing personal risk against group benefit
2026-06-18 05:02:45 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:45 | INFO    | src.interpret | [45/70] neuron #14456 (top_active) → weighing personal risk against group benefit
2026-06-18 05:02:46 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:46 | INFO    | src.interpret | [46/70] neuron #10913 (top_active) → willingness to volunteer for a public good
2026-06-18 05:02:47 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:47 | INFO    | src.interpret | [47/70] neuron #22142 (top_active) → weighing personal risk against group benefit
2026-06-18 05:02:47 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:47 | INFO    | src.interpret | [48/70] neuron #26410 (top_active) → weighing personal risk against responsibility to others
2026-06-18 05:02:48 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:48 | INFO    | src.interpret | [49/70] neuron #45891 (top_active) → deciding whether to take action for others
2026-06-18 05:02:49 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:49 | INFO    | src.interpret | [50/70] neuron #43325 (top_active) → weighing personal effort against group needs
2026-06-18 05:02:50 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:50 | INFO    | src.interpret | [51/70] neuron #51265 (top_active) → weighing personal discomfort against group benefit
2026-06-18 05:02:51 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:51 | INFO    | src.interpret | [52/70] neuron #1337 (top_active) → weighing personal responsibility against collective action
2026-06-18 05:02:52 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:52 | INFO    | src.interpret | [53/70] neuron #3928 (top_active) → weighing personal risk against group responsibility
2026-06-18 05:02:53 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:53 | INFO    | src.interpret | [54/70] neuron #45205 (top_active) → weighing personal risk against group responsibility
2026-06-18 05:02:54 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:55 | INFO    | src.interpret | [55/70] neuron #28649 (top_active) → weighing personal responsibility against group action
2026-06-18 05:02:56 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:56 | INFO    | src.interpret | [56/70] neuron #39060 (top_active) → deciding whether to take responsibility
2026-06-18 05:02:56 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:57 | INFO    | src.interpret | [57/70] neuron #13058 (top_active) → weighing risks and responsibilities in decision-making
2026-06-18 05:02:57 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:57 | INFO    | src.interpret | [58/70] neuron #36689 (top_active) → reluctance to take responsibility
2026-06-18 05:02:58 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:58 | INFO    | src.interpret | [59/70] neuron #20463 (top_active) → weighing personal risk against group responsibility
2026-06-18 05:02:59 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:02:59 | INFO    | src.interpret | [60/70] neuron #12137 (top_active) → NO CLEAR THEME
2026-06-18 05:03:00 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:00 | INFO    | src.interpret | [61/70] neuron #18950 (top_active) → NO CLEAR THEME
2026-06-18 05:03:00 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:01 | INFO    | src.interpret | [62/70] neuron #36404 (top_active) → weighing personal responsibility against group needs
2026-06-18 05:03:01 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:01 | INFO    | src.interpret | [63/70] neuron #28601 (top_active) → weighing personal effort against uncertain outcomes
2026-06-18 05:03:02 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:02 | INFO    | src.interpret | [64/70] neuron #4075 (top_active) → weighing personal cost vs group benefit
2026-06-18 05:03:02 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:03 | INFO    | src.interpret | [65/70] neuron #995 (top_active) → willingness to take action for the group
2026-06-18 05:03:03 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:04 | INFO    | src.interpret | [66/70] neuron #44665 (top_active) → weighing personal risk vs group benefit
2026-06-18 05:03:04 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:04 | INFO    | src.interpret | [67/70] neuron #14879 (top_active) → deciding whether to take action for others
2026-06-18 05:03:05 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:05 | INFO    | src.interpret | [68/70] neuron #51840 (top_active) → weighing personal cost vs group benefit
2026-06-18 05:03:06 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:06 | INFO    | src.interpret | [69/70] neuron #45993 (top_active) → willingness to take responsibility
2026-06-18 05:03:07 | INFO    | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-06-18 05:03:07 | INFO    | src.interpret | [70/70] neuron #16120 (top_active) → weighing personal risk against group benefit
2026-06-18 05:03:07 | INFO    | __main__ | Темы сохранены: artifacts/neuron_themes_topk.json
2026-06-18 05:03:07 | INFO    | __main__ | CSV-сводка: artifacts/summary_topk.csv
